ForecastID,Confirmed,Deaths
417,152869,5323
418,4865,136
419,112635,3852
420,131628,9230
421,116908,6866
422,81217,1986
423,89305,2674
424,97596,1660
425,8507,127
426,36632,423
427,72792,1455
428,7329,439
429,194275,16309
430,26244,824
431,437026,33050
432,178496,3051
433,14535,170
434,131317,4423
435,64303,920
436,28676,514
437,144241,7890
438,22401,1064
439,122034,2971
440,17999,191
441,167288,2039
442,668518,13826
443,54829,460
444,1700,58
445,128196,2717
446,78727,2111
447,11208,243
448,82154,1214
449,4260,42
450,132025,2429
451,6183,40
452,205249,5298
453,66271,919
454,741254,14967
455,60444,1991
456,53940,4487
457,17918,615
458,643483,12183
459,290858,6397
460,11640,91
461,34973,435
462,257223,8518
463,103937,3481
464,80615,1246
465,49667,507
466,55692,1061
467,153368,5356
468,4906,137
469,113110,3862
470,131972,9249
471,117360,6879
472,81910,1998
473,89919,2696
474,98999,1674
475,8638,130
476,36901,425
477,73140,1468
478,7334,440
479,194492,16329
480,26336,828
481,437283,33060
482,179869,3084
483,14878,173
484,132285,4451
485,64988,933
486,28891,519
487,144834,7911
488,22458,1066
489,122513,2995
490,18647,194
491,168675,2069
492,671791,13923
493,55155,464
494,1709,58
495,129087,2733
496,79172,2127
497,11325,247
498,82861,1222
499,4303,42
500,132900,2453
501,6273,41
502,205505,5319
503,66819,932
504,743612,15129
505,60746,1996
506,54065,4488
507,17964,616
508,645077,12259
509,292769,6470
510,11978,94
511,35259,442
512,259287,8544
513,104943,3497
514,82520,1261
515,50441,512
516,56431,1074
517,153861,5389
518,4948,137
519,113584,3872
520,132316,9268
521,117803,6892
522,82606,2010
523,90526,2718
524,100414,1688
525,8769,132
526,37172,428
527,73480,1481
528,7340,441
529,194702,16349
530,26426,833
531,437525,33069
532,181242,3117
533,15229,176
534,133256,4479
535,65678,945
536,29106,525
537,145423,7932
538,22513,1068
539,122981,3019
540,19327,197
541,170056,2099
542,674961,14018
543,55481,469
544,1718,59
545,129980,2748
546,79617,2142
547,11442,251
548,83571,1231
549,4347,43
550,133773,2477
551,6363,41
552,205750,5339
553,67367,946
554,745860,15290
555,61048,2000
556,54190,4490
557,18010,617
558,646611,12332
559,294674,6543
560,12323,97
561,35546,449
562,261360,8570
563,105951,3514
564,84487,1276
565,51227,517
566,57177,1086
567,154347,5422
568,4991,138
569,114055,3882
570,132662,9287
571,118235,6905
572,83305,2022
573,91125,2740
574,101844,1702
575,8902,134
576,37444,431
577,73812,1493
578,7345,441
579,194904,16368
580,26515,837
581,437755,33079
582,182618,3150
583,15589,179
584,134230,4508
585,66371,957
586,29320,531
587,146008,7954
588,22568,1070
589,123439,3042
590,20039,199
591,171438,2129
592,678040,14110
593,55806,473
594,1728,59
595,130873,2764
596,80060,2158
597,11559,255
598,84282,1239
599,4391,44
600,134643,2501
601,6455,42
602,205986,5358
603,67915,960
604,748002,15453
605,61351,2005
606,54317,4491
607,18055,618
608,648083,12402
609,296571,6616
610,12676,100
611,35833,456
612,263435,8597
613,106965,3531
614,86518,1291
615,52027,522
616,57929,1099
617,154825,5455
618,5036,138
619,114525,3892
620,133007,9306
621,118658,6918
622,84006,2034
623,91715,2762
624,103293,1716
625,9036,137
626,37715,434
627,74138,1506
628,7349,442
629,195099,16387
630,26602,842
631,437972,33089
632,183992,3183
633,15958,181
634,135206,4536
635,67064,970
636,29535,537
637,146591,7975
638,22622,1072
639,123888,3065
640,20782,202
641,172822,2159
642,681022,14199
643,56130,478
644,1737,59
645,131766,2780
646,80503,2173
647,11678,259
648,84995,1248
649,4436,44
650,135512,2525
651,6547,42
652,206211,5376
653,68466,973
654,750041,15615
655,61656,2009
656,54443,4493
657,18100,619
658,649499,12471
659,298456,6689
660,13037,104
661,36122,464
662,265512,8624
663,107986,3548
664,88615,1307
665,52840,527
666,58687,1112
667,155298,5488
668,5081,139
669,114994,3902
670,133351,9325
671,119072,6932
672,84709,2046
673,92297,2783
674,104757,1731
675,9172,139
676,37987,437
677,74456,1518
678,7353,443
679,195288,16407
680,26689,847
681,438176,33099
682,185365,3216
683,16336,184
684,136181,4565
685,67761,982
686,29750,543
687,147171,7997
688,22674,1074
689,124326,3087
690,21553,206
691,174202,2190
692,683903,14285
693,56454,482
694,1746,59
695,132659,2796
696,80945,2189
697,11797,263
698,85710,1257
699,4480,45
700,136383,2549
701,6640,43
702,206427,5394
703,69017,987
704,751981,15777
705,61961,2014
706,54571,4495
707,18144,620
708,650863,12537
709,300335,6762
710,13405,107
711,36412,471
712,267598,8651
713,109012,3566
714,90784,1324
715,53667,532
716,59449,1126
717,155765,5521
718,5128,139
719,115463,3913
720,133696,9344
721,119477,6945
722,85415,2058
723,92870,2804
724,106233,1746
725,9309,142
726,38260,440
727,74766,1530
728,7357,443
729,195469,16426
730,26774,851
731,438368,33108
732,186741,3250
733,16721,187
734,137160,4594
735,68464,995
736,29965,549
737,147748,8018
738,22726,1076
739,124756,3109
740,22352,209
741,175581,2221
742,686689,14369
743,56779,487
744,1756,59
745,133553,2812
746,81389,2204
747,11916,267
748,86429,1266
749,4525,45
750,137254,2573
751,6734,44
752,206635,5411
753,69569,1001
754,753832,15940
755,62267,2019
756,54699,4496
757,18187,621
758,652175,12601
759,302210,6836
760,13782,111
761,36703,478
762,269694,8679
763,110039,3583
764,93017,1341
765,54507,538
766,60218,1139
767,156224,5553
768,5176,140
769,115929,3923
770,134042,9363
771,119872,6959
772,86125,2071
773,93434,2825
774,107728,1761
775,9447,144
776,38534,443
777,75068,1541
778,7360,444
779,195644,16445
780,26858,855
781,438549,33118
782,188118,3284
783,17116,190
784,138143,4624
785,69170,1008
786,30179,555
787,148322,8040
788,22776,1078
789,125177,3131
790,23178,212
791,176961,2252
792,689393,14450
793,57104,491
794,1765,59
795,134446,2828
796,81832,2220
797,12037,271
798,87150,1275
799,4571,46
800,138122,2598
801,6830,44
802,206833,5428
803,70122,1016
804,755602,16103
805,62575,2023
806,54827,4498
807,18229,622
808,653435,12663
809,304076,6910
810,14167,114
811,36995,486
812,271795,8706
813,111072,3601
814,95313,1358
815,55361,543
816,60994,1153
817,156678,5585
818,5226,141
819,116394,3933
820,134388,9383
821,120259,6972
822,86836,2083
823,93990,2845
824,109242,1777
825,9587,147
826,38809,446
827,75364,1553
828,7364,445
829,195811,16464
830,26941,860
831,438719,33128
832,189494,3318
833,17520,194
834,139126,4653
835,69877,1021
836,30395,561
837,148893,8062
838,22826,1080
839,125588,3152
840,24030,216
841,178338,2283
842,692009,14529
843,57427,496
844,1775,59
845,135339,2844
846,82273,2236
847,12158,276
848,87871,1284
849,4616,46
850,138987,2623
851,6926,45
852,207023,5444
853,70676,1030
854,757297,16266
855,62884,2028
856,54956,4500
857,18271,623
858,654648,12723
859,305933,6984
860,14561,118
861,37289,493
862,273895,8734
863,112114,3619
864,97671,1376
865,56229,549
866,61777,1167
867,157127,5617
868,5276,141
869,116860,3944
870,134733,9403
871,120636,6986
872,87549,2096
873,94540,2865
874,110767,1792
875,9729,150
876,39082,449
877,75654,1564
878,7367,445
879,195972,16483
880,27023,864
881,438879,33138
882,190868,3352
883,17932,197
884,140109,4683
885,70586,1034
886,30611,568
887,149461,8084
888,22875,1082
889,125990,3173
890,24909,219
891,179714,2315
892,694535,14605
893,57751,501
894,1785,59
895,136234,2861
896,82716,2252
897,12279,280
898,88595,1293
899,4662,47
900,139855,2647
901,7023,45
902,207206,5460
903,71230,1044
904,758920,16429
905,63193,2033
906,55085,4501
907,18312,624
908,655817,12782
909,307784,7058
910,14964,122
911,37584,501
912,276002,8763
913,113160,3637
914,100095,1395
915,57111,555
916,62563,1181
917,157569,5649
918,5329,142
919,117324,3954
920,135079,9422
921,121004,6999
922,88267,2109
923,95081,2885
924,112310,1808
925,9871,152
926,39357,452
927,75938,1575
928,7369,446
929,196127,16501
930,27103,869
931,439030,33148
932,192245,3387
933,18354,200
934,141096,4713
935,71301,1047
936,30827,574
937,150027,8107
938,22923,1084
939,126385,3194
940,25815,223
941,181091,2346
942,696977,14679
943,58076,505
944,1794,59
945,137128,2877
946,83159,2268
947,12401,284
948,89324,1302
949,4708,47
950,140723,2672
951,7122,46
952,207381,5475
953,71787,1058
954,760476,16592
955,63503,2037
956,55215,4503
957,18353,624
958,656943,12838
959,309634,7132
960,15376,126
961,37880,509
962,278120,8791
963,114205,3655
964,102584,1414
965,58008,561
966,63353,1195
967,158006,5681
968,5382,142
969,117787,3965
970,135425,9442
971,121365,7013
972,88989,2122
973,95613,2905
974,113874,1824
975,10015,155
976,39633,455
977,76215,1586
978,7372,447
979,196276,16520
980,27183,873
981,439172,33158
982,193626,3421
983,18785,204
984,142088,4743
985,72018,1061
986,31043,580
987,150590,8129
988,22970,1086
989,126770,3214
990,26749,227
991,182464,2378
992,699345,14751
993,58400,510
994,1804,59
995,138021,2894
996,83602,2284
997,12525,289
998,90052,1311
999,4755,48
1000,141588,2697
1001,7221,47
1002,207548,5490
1003,72342,1073
1004,761969,16756
1005,63815,2042
1006,55345,4505
1007,18394,625
1008,658026,12892
1009,311480,7206
1010,15798,130
1011,38176,516
1012,280243,8820
1013,115259,3674
1014,105133,1434
1015,58919,566
1016,64151,1209
1017,158438,5712
1018,5437,143
1019,118250,3975
1020,135771,9462
1021,121719,7027
1022,89711,2135
1023,96136,2925
1024,115450,1841
1025,10161,158
1026,39910,458
1027,76485,1597
1028,7374,447
1029,196420,16538
1030,27262,878
1031,439306,33167
1032,195006,3456
1033,19224,207
1034,143081,4773
1035,72738,1074
1036,31260,586
1037,151150,8152
1038,23016,1088
1039,127148,3234
1040,27706,231
1041,183834,2410
1042,701634,14821
1043,58724,514
1044,1814,59
1045,138917,2910
1046,84044,2300
1047,12649,293
1048,90782,1321
1049,4802,49
1050,142453,2722
1051,7322,47
1052,207708,5504
1053,72899,1088
1054,763404,16919
1055,64128,2047
1056,55476,4506
1057,18434,626
1058,659066,12945
1059,313312,7281
1060,16229,134
1061,38475,524
1062,282365,8849
1063,116320,3692
1064,107738,1454
1065,59845,572
1066,64955,1224
1067,158863,5743
1068,5493,144
1069,118713,3986
1070,136117,9482
1071,122066,7041
1072,90435,2148
1073,96651,2944
1074,117042,1857
1075,10309,161
1076,40186,461
1077,76749,1608
1078,7376,448
1079,196558,16556
1080,27340,882
1081,439433,33177
1082,196381,3491
1083,19672,211
1084,144072,4804
1085,73461,1088
1086,31477,593
1087,151708,8174
1088,23062,1091
1089,127518,3254
1090,28684,235
1091,185206,2442
1092,703842,14888
1093,59048,519
1094,1824,59
1095,139811,2927
1096,84487,2316
1097,12773,297
1098,91516,1330
1099,4849,49
1100,143319,2748
1101,7423,48
1102,207862,5517
1103,73457,1102
1104,764783,17083
1105,64441,2052
1106,55607,4508
1107,18473,627
1108,660069,12996
1109,315139,7356
1110,16670,138
1111,38775,532
1112,284493,8879
1113,117381,3711
1114,110398,1475
1115,60787,578
1116,65763,1239
1117,159284,5774
1118,5551,144
1119,119174,3996
1120,136464,9502
1121,122406,7054
1122,91164,2162
1123,97157,2963
1124,118656,1874
1125,10457,163
1126,40463,464
1127,77007,1618
1128,7378,449
1129,196690,16574
1130,27417,886
1131,439551,33187
1132,197761,3527
1133,20131,214
1134,145067,4835
1135,74189,1101
1136,31695,599
1137,152263,8197
1138,23106,1093
1139,127880,3273
1140,29681,240
1141,186579,2475
1142,705975,14953
1143,59373,524
1144,1834,59
1145,140703,2944
1146,84931,2332
1147,12898,302
1148,92253,1339
1149,4897,50
1150,144184,2773
1151,7526,49
1152,208010,5530
1153,74015,1117
1154,766111,17246
1155,64756,2057
1156,55738,4510
1157,18512,628
1158,661037,13045
1159,316965,7430
1160,17121,143
1161,39075,540
1162,286630,8909
1163,118448,3730
1164,113113,1497
1165,61743,585
1166,66575,1254
1167,159700,5805
1168,5610,145
1169,119636,4007
1170,136810,9523
1171,122739,7068
1172,91896,2175
1173,97657,2982
1174,120285,1891
1175,10607,166
1176,40741,467
1177,77261,1628
1178,7380,449
1179,196818,16591
1180,27493,891
1181,439663,33197
1182,199143,3562
1183,20596,218
1184,146066,4866
1185,74918,1115
1186,31914,605
1187,152816,8220
1188,23150,1095
1189,128234,3292
1190,30696,244
1191,187945,2507
1192,708045,15017
1193,59697,529
1194,1844,59
1195,141600,2961
1196,85376,2348
1197,13024,306
1198,92989,1349
1199,4945,50
1200,145048,2798
1201,7630,49
1202,208151,5543
1203,74574,1132
1204,767390,17410
1205,65072,2061
1206,55870,4512
1207,18551,629
1208,661969,13093
1209,318787,7505
1210,17582,147
1211,39376,547
1212,288775,8939
1213,119521,3750
1214,115889,1519
1215,62715,591
1216,67394,1269
1217,160110,5836
1218,5671,146
1219,120098,4018
1220,137156,9543
1221,123067,7082
1222,92628,2189
1223,98149,3000
1224,121928,1908
1225,10759,169
1226,41020,470
1227,77508,1638
1228,7382,450
1229,196941,16609
1230,27569,895
1231,439768,33207
1232,200522,3598
1233,21073,222
1234,147065,4897
1235,75651,1129
1236,32133,612
1237,153367,8243
1238,23194,1097
1239,128582,3311
1240,31727,249
1241,189309,2540
1242,710045,15078
1243,60021,533
1244,1854,59
1245,142495,2979
1246,85819,2365
1247,13151,311
1248,93727,1359
1249,4993,51
1250,145912,2824
1251,7734,50
1252,208287,5555
1253,75133,1147
1254,768623,17573
1255,65388,2066
1256,56002,4513
1257,18589,630
1258,662863,13139
1259,320597,7580
1260,18055,152
1261,39680,555
1262,290918,8969
1263,120597,3769
1264,118721,1542
1265,63703,597
1266,68218,1285
1267,160516,5866
1268,5733,146
1269,120559,4028
1270,137504,9563
1271,123388,7096
1272,93364,2203
1273,98633,3018
1274,123592,1926
1275,10912,172
1276,41298,473
1277,77750,1648
1278,7383,450
1279,197059,16626
1280,27643,899
1281,439867,33217
1282,201902,3634
1283,21558,226
1284,148065,4929
1285,76388,1143
1286,32353,618
1287,153916,8266
1288,23237,1099
1289,128921,3329
1290,32775,254
1291,190675,2573
1292,711971,15137
1293,60346,538
1294,1864,59
1295,143387,2996
1296,86263,2381
1297,13278,315
1298,94470,1368
1299,5041,52
