ForecastID,Confirmed,Deaths
377,72338,1443
378,7315,439
379,194048,16288
380,26152,819
381,438902,33463
382,180259,2940
383,14178,168
384,130437,4394
385,63624,907
386,28539,507
387,143666,7868
388,22769,1065
389,127404,2975
390,17264,188
391,165528,2010
392,666506,13739
393,54524,456
394,1685,58
395,127405,2702
396,78378,2096
397,11092,239
398,81275,1204
399,4218,41
400,131281,2401
401,6041,39
402,205024,5277
403,64883,904
404,738640,14780
405,59694,1987
406,54814,4488
407,17871,614
408,641628,12095
409,291122,6359
410,11337,88
411,34558,427
412,256017,8476
413,102757,3465
414,78531,1229
415,48958,501
416,54962,1049
417,153729,5360
418,4865,136
419,112519,3854
420,131625,9232
421,115562,6866
422,81216,1986
423,89355,2682
424,97529,1660
425,8508,127
426,36301,422
427,72679,1456
428,7321,439
429,194272,16308
430,26245,824
431,439356,33497
432,181910,2968
433,14508,170
434,131409,4422
435,64307,919
436,28765,513
437,144264,7889
438,22874,1067
439,128571,3005
440,17845,190
441,166883,2040
442,670107,13842
443,54851,460
444,1693,58
445,128311,2718
446,78835,2112
447,11208,243
448,81963,1212
449,4262,42
450,132161,2424
451,6124,40
452,205294,5298
453,65353,917
454,741083,14937
455,59946,1991
456,55095,4489
457,17919,615
458,643268,12172
459,293255,6436
460,11672,91
461,34829,434
462,258170,8501
463,103732,3481
464,80323,1243
465,49728,506
466,55695,1061
467,154316,5397
468,4906,137
469,112982,3864
470,131969,9251
471,115853,6878
472,81908,1998
473,89980,2705
474,98917,1674
475,8639,130
476,36547,425
477,73011,1470
478,7327,440
479,194489,16328
480,26337,828
481,439797,33530
482,183566,2995
483,14846,173
484,132381,4450
485,64994,931
486,28991,519
487,144859,7910
488,22979,1069
489,129766,3035
490,18448,193
491,168240,2070
492,673615,13943
493,55179,465
494,1702,58
495,129217,2733
496,79293,2127
497,11325,247
498,82652,1221
499,4305,42
500,133040,2448
501,6209,41
502,205553,5319
503,65822,931
504,743408,15093
505,60197,1996
506,55392,4491
507,17966,616
508,644847,12246
509,295389,6513
510,12015,94
511,35100,441
512,260336,8526
513,104712,3498
514,82183,1257
515,50512,511
516,56435,1074
517,154899,5434
518,4948,137
519,113441,3874
520,132313,9270
521,116129,6891
522,82604,2010
523,90597,2727
524,100322,1688
525,8770,132
526,36793,428
527,73335,1482
528,7332,441
529,194698,16347
530,26428,833
531,440224,33564
532,185233,3023
533,15192,176
534,133356,4478
535,65685,943
536,29218,524
537,145451,7931
538,23085,1072
539,130989,3065
540,19075,195
541,169600,2100
542,677027,14040
543,55507,469
544,1710,59
545,130128,2749
546,79751,2143
547,11442,251
548,83345,1229
549,4349,43
550,133918,2471
551,6294,41
552,205802,5339
553,66291,944
554,745620,15250
555,60448,2000
556,55705,4493
557,18013,617
558,646364,12318
559,297520,6591
560,12365,97
561,35373,448
562,262509,8552
563,105696,3514
564,84102,1272
565,51310,516
566,57181,1086
567,155478,5471
568,4991,138
569,113897,3885
570,132657,9289
571,116391,6904
572,83303,2022
573,91208,2750
574,101739,1703
575,8903,134
576,37039,431
577,73650,1495
578,7337,441
579,194901,16367
580,26516,838
581,440638,33597
582,186901,3050
583,15545,178
584,134332,4506
585,66378,955
586,29445,530
587,146039,7952
588,23192,1074
589,132241,3096
590,19723,198
591,170959,2130
592,680348,14135
593,55834,474
594,1719,59
595,131041,2765
596,80208,2158
597,11559,255
598,84041,1238
599,4394,44
600,134793,2495
601,6381,42
602,206039,5358
603,66757,957
604,747723,15406
605,60698,2005
606,56036,4495
607,18059,618
608,647819,12388
609,299646,6669
610,12724,100
611,35646,455
612,264685,8577
613,106680,3531
614,86085,1287
615,52121,521
616,57933,1099
617,156050,5508
618,5036,138
619,114352,3895
620,133001,9308
621,116638,6917
622,84004,2034
623,91812,2772
624,103167,1717
625,9037,137
626,37285,434
627,73958,1508
628,7341,442
629,195096,16386
630,26604,842
631,441039,33631
632,188571,3078
633,15906,181
634,135309,4535
635,67073,968
636,29672,536
637,146625,7974
638,23299,1076
639,133523,3127
640,20392,201
641,172316,2161
642,683587,14228
643,56161,478
644,1727,59
645,131953,2781
646,80665,2174
647,11678,259
648,84738,1247
649,4438,44
650,135666,2519
651,6468,42
652,206268,5376
653,67221,971
654,749719,15562
655,60947,2009
656,56384,4498
657,18104,618
658,649220,12456
659,301775,6747
660,13090,104
661,35920,463
662,266875,8603
663,107667,3548
664,88139,1302
665,52946,527
666,58691,1112
667,156618,5545
668,5081,139
669,114804,3905
670,133346,9327
671,116872,6930
672,84707,2046
673,92408,2794
674,104611,1732
675,9173,139
676,37531,437
677,74257,1520
678,7345,443
679,195285,16405
680,26691,847
681,441427,33664
682,190250,3106
683,16276,184
684,136287,4564
685,67771,980
686,29900,542
687,147207,7995
688,23407,1079
689,134835,3158
690,21083,203
691,173674,2192
692,686740,14318
693,56488,483
694,1736,59
695,132867,2797
696,81122,2190
697,11797,263
698,85437,1255
699,4483,45
700,136541,2543
701,6556,43
702,206487,5394
703,67685,985
704,751613,15718
705,61197,2014
706,56751,4500
707,18149,619
708,650570,12521
709,303909,6826
710,13466,107
711,36194,470
712,269081,8629
713,108661,3566
714,90254,1318
715,53786,532
716,59455,1126
717,157181,5582
718,5128,139
719,115254,3915
720,133690,9347
721,117093,6943
722,85413,2058
723,92997,2815
724,106074,1747
725,9310,142
726,37778,439
727,74549,1532
728,7349,443
729,195467,16424
730,26776,851
731,441801,33698
732,191931,3134
733,16653,187
734,137267,4593
735,68474,993
736,30129,548
737,147786,8017
738,23516,1081
739,136178,3190
740,21793,206
741,175039,2223
742,689805,14406
743,56815,487
744,1744,59
745,133785,2813
746,81581,2205
747,11916,267
748,86141,1264
749,4528,45
750,137417,2568
751,6645,43
752,206696,5412
753,68146,998
754,753417,15874
755,61447,2018
756,57136,4502
757,18193,620
758,651870,12584
759,306039,6906
760,13850,111
761,36470,477
762,271294,8656
763,109659,3583
764,92431,1335
765,54640,537
766,60223,1139
767,157739,5619
768,5176,140
769,115702,3926
770,134034,9366
771,117303,6956
772,86123,2071
773,93580,2837
774,107550,1762
775,9449,144
776,38024,442
777,74832,1544
778,7353,444
779,195642,16443
780,26860,856
781,442163,33731
782,193610,3162
783,17037,190
784,138247,4622
785,69182,1006
786,30358,554
787,148362,8039
788,23625,1084
789,137554,3222
790,22523,209
791,176406,2254
792,692787,14492
793,57142,492
794,1753,59
795,134704,2829
796,82040,2221
797,12037,271
798,86848,1273
799,4574,46
800,138288,2592
801,6735,44
802,206898,5429
803,68605,1012
804,755137,16030
805,61697,2023
806,57542,4504
807,18237,621
808,653117,12646
809,308166,6986
810,14243,114
811,36747,485
812,273506,8682
813,110655,3601
814,94678,1351
815,55509,543
816,60999,1153
817,158293,5656
818,5226,141
819,116149,3936
820,134379,9386
821,117501,6968
822,86834,2083
823,94155,2858
824,109034,1778
825,9589,147
826,38271,445
827,75108,1555
828,7356,445
829,195809,16462
830,26944,860
831,442513,33764
832,195297,3190
833,17431,193
834,139228,4651
835,69890,1019
836,30588,560
837,148936,8061
838,23734,1086
839,138964,3254
840,23271,212
841,177768,2285
842,695698,14575
843,57469,496
844,1762,59
845,135624,2846
846,82497,2237
847,12158,276
848,87556,1282
849,4620,46
850,139158,2616
851,6825,45
852,207091,5445
853,69064,1026
854,756777,16185
855,61946,2027
856,57968,4507
857,18280,622
858,654316,12705
859,310298,7066
860,14645,118
861,37024,492
862,275731,8709
863,111655,3619
864,96990,1369
865,56392,549
866,61782,1167
867,158841,5693
868,5276,141
869,116594,3947
870,134724,9405
871,117689,6981
872,87547,2096
873,94721,2879
874,110537,1793
875,9730,150
876,38519,448
877,75378,1566
878,7359,445
879,195971,16481
880,27026,865
881,442849,33797
882,196986,3218
883,17831,196
884,140211,4681
885,70600,1032
886,30818,566
887,149506,8083
888,23845,1089
889,140408,3286
890,24035,216
891,179131,2317
892,698530,14657
893,57797,501
894,1771,59
895,136548,2862
896,82955,2253
897,12279,280
898,88266,1291
899,4665,47
900,140030,2641
901,6917,45
902,207275,5460
903,69519,1040
904,758343,16340
905,62195,2032
906,58415,4509
907,18323,623
908,655472,12762
909,312434,7147
910,15057,122
911,37303,499
912,277969,8737
913,112661,3637
914,99358,1387
915,57291,554
916,62571,1181
917,159384,5730
918,5329,142
919,117038,3957
920,135068,9425
921,117867,6994
922,88264,2109
923,95281,2900
924,112056,1809
925,9873,152
926,38766,451
927,75640,1578
928,7362,446
929,196126,16500
930,27107,869
931,443173,33829
932,198671,3246
933,18239,200
934,141197,4711
935,71316,1045
936,31050,572
937,150074,8105
938,23955,1092
939,141888,3319
940,24815,219
941,180499,2349
942,701277,14736
943,58124,506
944,1780,59
945,137472,2879
946,83416,2269
947,12401,284
948,88981,1300
949,4712,47
950,140902,2666
951,7009,46
952,207453,5475
953,69974,1054
954,759840,16495
955,62445,2037
956,58883,4511
957,18365,624
958,656588,12817
959,314566,7228
960,15478,126
961,37583,507
962,280210,8764
963,113669,3655
964,101793,1405
965,58206,560
966,63362,1195
967,159924,5767
968,5382,142
969,117480,3968
970,135413,9445
971,118036,7007
972,88986,2122
973,95836,2920
974,113586,1825
975,10017,155
976,39013,454
977,75897,1589
978,7364,446
979,196275,16518
980,27187,874
981,443486,33861
982,200360,3274
983,18656,203
984,142181,4741
985,72036,1058
986,31282,578
987,150638,8127
988,24067,1094
989,143404,3353
990,25607,223
991,181868,2381
992,703946,14813
993,58452,510
994,1789,59
995,138398,2895
996,83877,2285
997,12525,289
998,89701,1309
999,4759,48
1000,141771,2691
1001,7103,47
1002,207623,5490
1003,70427,1068
1004,761271,16649
1005,62694,2041
1006,59374,4514
1007,18407,625
1008,657662,12871
1009,316696,7310
1010,15910,130
1011,37863,514
1012,282460,8792
1013,114678,3673
1014,104297,1424
1015,59136,566
1016,64158,1209
1017,160459,5803
1018,5437,143
1019,117921,3979
1020,135758,9465
1021,118195,7020
1022,89708,2135
1023,96382,2941
1024,115131,1842
1025,10164,158
1026,39261,457
1027,76147,1599
1028,7367,447
1029,196419,16536
1030,27266,878
1031,443788,33894
1032,202051,3303
1033,19080,206
1034,143165,4771
1035,72757,1072
1036,31514,584
1037,151200,8150
1038,24179,1097
1039,144957,3386
1040,26412,226
1041,183236,2413
1042,706557,14888
1043,58780,515
1044,1798,59
1045,139327,2912
1046,84337,2302
1047,12649,293
1048,90421,1318
1049,4806,49
1050,142640,2716
1051,7197,47
1052,207786,5504
1053,70877,1082
1054,762640,16803
1055,62944,2046
1056,59888,4516
1057,18449,626
1058,658691,12923
1059,318832,7392
1060,16351,134
1061,38144,522
1062,284720,8820
1063,115691,3692
1064,106854,1443
1065,60082,572
1066,64963,1224
1067,160987,5840
1068,5493,144
1069,118360,3989
1070,136103,9485
1071,118347,7033
1072,90432,2149
1073,96920,2961
1074,116694,1858
1075,10311,161
1076,39510,460
1077,76391,1610
1078,7369,448
1079,196557,16554
1080,27345,882
1081,444080,33925
1082,203737,3331
1083,19510,210
1084,144153,4801
1085,73482,1085
1086,31748,590
1087,151760,8172
1088,24292,1100
1089,146546,3421
1090,27229,230
1091,184607,2445
1092,709096,14961
1093,59109,520
1094,1807,59
1095,140260,2929
1096,84797,2318
1097,12773,297
1098,91142,1328
1099,4853,49
1100,143510,2741
1101,7292,48
1102,207943,5518
1103,71326,1096
1104,763952,16957
1105,63194,2051
1106,60425,4519
1107,18490,627
1108,659682,12973
1109,320972,7475
1110,16803,139
1111,38427,530
1112,286987,8848
1113,116708,3711
1114,109468,1463
1115,61044,578
1116,65772,1239
1117,161512,5877
1118,5551,144
1119,118800,4000
1120,136447,9506
1121,118490,7046
1122,91161,2162
1123,97452,2981
1124,118269,1875
1125,10460,163
1126,39758,463
1127,76629,1620
1128,7371,448
1129,196690,16572
1130,27422,887
1131,444361,33957
1132,205425,3359
1133,19950,214
1134,145142,4832
1135,74211,1099
1136,31983,596
1137,152317,8195
1138,24405,1103
1139,148171,3455
1140,28055,234
1141,185981,2478
1142,711558,15032
1143,59436,525
1144,1816,59
1145,141191,2946
1146,85259,2334
1147,12898,302
1148,91870,1337
1149,4900,50
1150,144379,2766
1151,7388,49
1152,208093,5531
1153,71773,1111
1154,765209,17111
1155,63444,2055
1156,60984,4522
1157,18531,628
1158,660641,13021
1159,323108,7558
1160,17266,143
1161,38711,537
1162,289259,8877
1163,117726,3730
1164,112152,1484
1165,62022,584
1166,66585,1254
1167,162033,5914
1168,5610,145
1169,119239,4011
1170,136793,9526
1171,118626,7060
1172,91893,2175
1173,97977,3000
1174,119857,1892
1175,10610,166
1176,40006,466
1177,76860,1630
1178,7372,449
1179,196818,16590
1180,27498,891
1181,444633,33988
1182,207112,3387
1183,20397,217
1184,146129,4863
1185,74943,1113
1186,32217,602
1187,152871,8218
1188,24519,1106
1189,149833,3491
1190,28890,238
1191,187354,2511
1192,713958,15102
1193,59765,529
1194,1825,59
1195,142124,2964
1196,85723,2351
1197,13024,306
1198,92602,1347
1199,4949,50
1200,145246,2791
1201,7485,49
1202,208237,5544
1203,72218,1125
1204,766415,17263
1205,63694,2060
1206,61568,4525
1207,18571,629
1208,661565,13068
1209,325242,7641
1210,17741,148
1211,38995,545
1212,291541,8906
1213,118746,3749
1214,114890,1505
1215,63017,590
1216,67403,1269
1217,162548,5951
1218,5671,146
1219,119676,4021
1220,137138,9546
1221,118755,7073
1222,92625,2189
1223,98494,3020
1224,121462,1910
1225,10762,169
1226,40255,469
1227,77086,1640
1228,7374,449
1229,196941,16607
1230,27574,895
1231,444895,34019
1232,208795,3416
1233,20850,221
1234,147118,4894
1235,75677,1127
1236,32453,609
1237,153423,8240
1238,24633,1108
1239,151534,3526
1240,29734,242
1241,188729,2544
1242,716294,15169
1243,60095,534
1244,1834,59
1245,143063,2981
1246,86185,2367
1247,13151,311
1248,93334,1356
1249,4997,51
1250,146114,2817
1251,7584,50
1252,208375,5556
1253,72662,1139
1254,767572,17416
1255,63944,2065
1256,62175,4528
1257,18611,630
1258,662453,13113
1259,327382,7725
1260,18226,152
1261,39281,553
1262,293832,8935
1263,119771,3768
1264,117675,1527
1265,64029,597
1266,68228,1285
1267,163059,5987
1268,5733,146
1269,120112,4032
1270,137482,9567
1271,118876,7086
1272,93361,2203
1273,99005,3039
1274,123084,1927
1275,10915,172
1276,40505,472
1277,77306,1650
1278,7376,450
1279,197059,16624
1280,27649,900
1281,445148,34050
1282,210476,3444
1283,21313,225
1284,148110,4926
1285,76416,1141
1286,32690,615
1287,153973,8263
1288,24749,1111
1289,153272,3563
1290,30586,246
1291,190107,2577
1292,718563,15235
1293,60424,539
1294,1844,59
1295,144003,2998
1296,86649,2384
1297,13278,315
1298,94069,1366
1299,5045,52
