ForecastID,Confirmed,Deaths
254,730604,13774
255,59445,1970
256,53378,4472
257,17736,610
258,642262,11775
259,282757,6045
260,9284,80
261,33190,393
262,249082,8363
263,100098,3370
264,72065,1183
265,46189,468
266,52549,979
267,151473,5204
268,4724,135
269,111299,3809
270,122722,9151
271,116027,6829
272,81175,1952
273,86771,2603
274,95486,1623
275,8177,116
276,35825,414
277,71712,1386
278,7368,437
279,193602,16087
280,26082,806
281,438465,33005
282,174481,2868
283,13555,163
284,128439,4261
285,63440,860
286,28106,496
287,142529,7756
288,22361,1060
289,123422,2887
290,15150,174
291,163129,1932
292,659185,13512
293,53850,421
294,1681,58
295,126527,2664
296,77388,1976
297,11335,242
298,80018,1149
299,4069,40
300,132329,2355
301,5800,40
302,204574,5185
303,64636,879
304,733463,13832
305,59693,1974
306,53584,4475
307,17793,610
308,644114,11827
309,284004,6071
310,9495,82
311,33335,397
312,250915,8371
313,101065,3374
314,72733,1192
315,47083,472
316,53209,986
317,151980,5226
318,4754,135
319,111782,3816
320,123009,9166
321,116523,6842
322,81951,1964
323,87314,2616
324,96635,1636
325,8255,118
326,36093,417
327,71995,1391
328,7380,437
329,193836,16090
330,26176,810
331,438926,33012
332,175869,2888
333,13873,165
334,129400,4271
335,63908,863
336,28334,502
337,143140,7758
338,22554,1062
339,123755,2892
340,15357,173
341,164514,1952
342,663255,13569
343,54177,423
344,1691,58
345,127361,2675
346,77836,1980
347,11477,242
348,80374,1149
349,4105,41
350,133228,2378
351,5891,41
352,205005,5218
353,65181,892
354,736186,13979
355,60069,1978
356,53657,4475
357,17824,613
358,647345,11977
359,285935,6167
360,9705,85
361,33571,409
362,252770,8420
363,102034,3398
364,73396,1210
365,47517,475
366,53933,995
367,152483,5267
368,4783,136
369,112225,3825
370,123317,9179
371,117127,6855
372,82467,1975
373,87947,2647
374,98144,1650
375,8356,121
376,36362,421
377,72316,1408
378,7392,437
379,194078,16096
380,26278,814
381,439504,33022
382,177258,2920
383,14200,168
384,130362,4308
385,64478,881
386,28563,508
387,143749,7784
388,22659,1065
389,127980,2931
390,15522,173
391,165900,1990
392,672406,13672
393,54504,429
394,1701,58
395,128466,2691
396,78282,1993
397,11648,250
398,80840,1153
399,4141,41
400,134123,2401
401,5956,41
402,205283,5257
403,65726,905
404,738781,14148
405,60401,1982
406,53789,4476
407,17837,613
408,650670,12095
409,287900,6220
410,9916,88
411,33845,419
412,254881,8452
413,102931,3413
414,74571,1222
415,48396,480
416,54733,1005
417,153029,5308
418,4816,136
419,112603,3834
420,123616,9196
421,117671,6868
422,83161,1986
423,88607,2677
424,100021,1664
425,8494,123
426,36632,424
427,72551,1428
428,7404,438
429,194312,16098
430,26408,819
431,440107,33034
432,178647,2950
433,14535,170
434,131325,4335
435,65152,902
436,28793,514
437,144355,7812
438,22737,1067
439,127733,2966
440,15779,175
441,167288,2022
442,676480,13841
443,54829,433
444,1711,58
445,129379,2707
446,78727,1997
447,11873,255
448,81912,1165
449,4177,42
450,135017,2424
451,6047,41
452,205659,5287
453,66271,919
454,741254,14284
455,60799,1986
456,53892,4478
457,17894,613
458,654030,12166
459,289883,6290
460,10127,91
461,34183,425
462,256989,8474
463,104003,3426
464,76431,1237
465,48936,485
466,55482,1015
467,153568,5342
468,4852,137
469,113094,3842
470,123930,9214
471,118223,6881
472,84196,1998
473,89158,2698
474,101940,1679
475,8645,125
476,36901,428
477,72967,1448
478,7415,439
479,194544,16137
480,26553,823
481,440789,33037
482,180036,2978
483,14878,173
484,132288,4357
485,65935,916
486,29024,519
487,144957,7832
488,22834,1069
489,128020,3010
490,16094,178
491,168675,2061
492,680387,14013
493,55155,436
494,1722,58
495,130449,2722
496,79172,2008
497,12012,257
498,82742,1171
499,4219,42
500,135912,2448
501,6177,42
502,205991,5310
503,66819,932
504,743612,14434
505,61094,1991
506,54037,4479
507,18015,616
508,657956,12259
509,292076,6379
510,10338,93
511,34336,435
512,259304,8500
513,105075,3440
514,77836,1254
515,49820,488
516,56213,1024
517,154097,5384
518,4890,137
519,113649,3851
520,124243,9233
521,118734,6894
522,85121,2010
523,89740,2723
524,103733,1693
525,8783,127
526,37172,432
527,73340,1464
528,7425,440
529,194784,16141
530,26675,827
531,441462,33046
532,181427,3005
533,15229,176
534,133255,4388
535,66924,924
536,29255,525
537,145557,7855
538,22929,1071
539,128743,3034
540,16387,180
541,170056,2095
542,684035,14168
543,55481,440
544,1733,59
545,131513,2738
546,79617,2016
547,12265,263
548,83601,1171
549,4264,43
550,136805,2471
551,6275,43
552,206405,5340
553,67367,946
554,745860,14542
555,61522,1995
556,54097,4479
557,18049,615
558,661205,12358
559,294230,6482
560,10550,96
561,34494,436
562,261442,8516
563,106154,3454
564,78962,1252
565,50512,490
566,57023,1030
567,154479,5403
568,4929,138
569,114222,3861
570,124552,9249
571,119250,6907
572,86141,2022
573,90244,2743
574,105466,1708
575,8922,130
576,37444,434
577,73732,1476
578,7435,441
579,195010,16146
580,26797,831
581,442121,33053
582,182822,3035
583,15589,179
584,134225,4425
585,67987,934
586,29487,531
587,146153,7869
588,22944,1073
589,129641,3078
590,16707,181
591,171438,2122
592,687527,14248
593,55806,440
594,1744,59
595,132736,2752
596,80060,2025
597,12440,270
598,84513,1179
599,4291,44
600,137695,2495
601,6322,43
602,206641,5336
603,67915,960
604,748002,14570
605,61804,1998
606,54157,4479
607,18087,616
608,663779,12386
609,295550,6514
610,10762,99
611,34287,435
612,263368,8524
613,107120,3459
614,79820,1261
615,50627,491
616,57499,1034
617,155123,5444
618,4966,138
619,114741,3868
620,124833,9264
621,119730,6920
622,87121,2034
623,90571,2755
624,106849,1723
625,9005,131
626,37715,435
627,74047,1475
628,7445,442
629,195211,16149
630,26898,835
631,442694,33062
632,184215,3045
633,15958,181
634,135195,4414
635,68663,935
636,29720,537
637,146747,7872
638,22959,1075
639,130167,3081
640,16994,181
641,172822,2137
642,690038,14313
643,56130,439
644,1755,59
645,133706,2764
646,80503,2027
647,12593,273
648,85018,1180
649,4321,44
650,138583,2519
651,6360,44
652,206858,5322
653,68466,973
654,750041,14625
655,62048,2001
656,54369,4482
657,18144,615
658,665591,12428
659,296774,6537
660,10976,102
661,34433,439
662,265206,8532
663,108110,3463
664,80442,1270
665,51546,494
666,58186,1041
667,155588,5465
668,5001,139
669,115220,3875
670,125112,9279
671,120170,6934
672,87892,2046
673,91065,2766
674,107941,1739
675,9085,133
676,37987,439
677,74287,1478
678,7454,442
679,195405,16153
680,26987,840
681,443155,33068
682,185608,3066
683,16336,184
684,136168,4424
685,69109,937
686,29952,543
687,147337,7874
688,23155,1078
689,130467,3085
690,17194,180
691,174202,2157
692,693488,14358
693,56454,441
694,1767,59
695,134528,2775
696,80945,2032
697,12731,272
698,85354,1180
699,4357,45
700,139474,2543
701,6453,45
702,207239,5352
703,69017,987
704,751981,14772
705,62425,2005
706,54447,4483
707,18174,619
708,668827,12574
709,298713,6636
710,11190,106
711,34671,452
712,267068,8580
713,109103,3487
714,81058,1288
715,51961,497
716,58943,1051
717,156050,5505
718,5035,139
719,115658,3885
720,125412,9291
721,120724,6947
722,88384,2058
723,91652,2796
724,109439,1754
725,9189,135
726,38260,442
727,74567,1494
728,7462,442
729,195605,16158
730,27087,843
731,443732,33079
732,187005,3099
733,16721,187
734,137144,4460
735,69665,955
736,30187,549
737,147924,7901
738,23262,1080
739,134864,3125
740,17348,181
741,175581,2196
742,702463,14455
743,56779,447
744,1778,59
745,135638,2792
746,81389,2044
747,12902,281
748,85807,1183
749,4394,45
750,140365,2567
751,6517,45
752,207468,5389
753,69569,1001
754,753832,14945
755,62757,2010
756,54585,4484
757,18187,619
758,672160,12687
759,300686,6689
760,11405,109
761,34949,462
762,269205,8613
763,110021,3502
764,82241,1300
765,52862,502
766,59780,1061
767,156558,5545
768,5072,140
769,116030,3893
770,125704,9309
771,121218,6961
772,89067,2071
773,92267,2825
774,111345,1770
775,9334,137
776,38534,446
777,74760,1514
778,7471,443
779,195800,16160
780,27215,847
781,444335,33090
782,188405,3129
783,17116,190
784,138123,4488
785,70334,977
786,30422,555
787,148508,7928
788,23341,1083
789,134552,3160
790,17604,182
791,176961,2229
792,705960,14621
793,57104,451
794,1790,59
795,136546,2809
796,81832,2049
797,13131,286
798,86903,1195
799,4432,46
800,141253,2591
801,6610,45
802,207797,5417
803,70122,1016
804,755602,15082
805,63158,2014
806,54694,4485
807,18244,619
808,675530,12749
809,302676,6758
810,11620,112
811,35293,468
812,271336,8635
813,111124,3515
814,84179,1315
815,53393,507
816,60564,1072
817,157061,5578
818,5114,141
819,116518,3902
820,126010,9328
821,121723,6974
822,90116,2083
823,92770,2846
824,113298,1786
825,9492,139
826,38809,451
827,75138,1536
828,7478,445
829,195992,16198
830,27357,851
831,445018,33094
832,189804,3159
833,17520,194
834,139103,4510
835,71120,992
836,30658,561
837,149089,7949
838,23439,1085
839,134804,3205
840,17925,185
841,178338,2270
842,709303,14791
843,57427,454
844,1802,59
845,137619,2824
846,82273,2059
847,13266,287
848,87743,1202
849,4475,46
850,142137,2615
851,6746,46
852,208084,5437
853,70676,1030
854,757297,15234
855,63452,2019
856,54846,4487
857,18366,622
858,679484,12837
859,304885,6850
860,11838,115
861,35446,478
862,273681,8661
863,112225,3529
864,85614,1333
865,54299,510
866,61326,1081
867,157553,5620
868,5156,141
869,117071,3911
870,126317,9346
871,122183,6988
872,91046,2096
873,93306,2870
874,115110,1803
875,9638,143
876,39082,454
877,75474,1551
878,7486,445
879,196192,16202
880,27476,855
881,445691,33103
882,191201,3186
883,17932,197
884,140087,4541
885,72129,999
886,30895,568
887,149667,7972
888,23534,1087
889,135514,3229
890,18222,187
891,179714,2304
892,712384,14942
893,57751,459
894,1814,59
895,138686,2841
896,82716,2068
897,13526,293
898,88612,1202
899,4521,47
900,143025,2640
901,6846,47
902,208457,5465
903,71230,1044
904,758920,15341
905,63883,2024
906,54911,4486
907,18400,622
908,682738,12929
909,307056,6955
910,12055,119
911,35603,479
912,275839,8677
913,113336,3543
914,86742,1330
915,54996,512
916,62173,1087
917,157896,5638
918,5201,142
919,117644,3921
920,126621,9362
921,122650,7001
922,92078,2109
923,93761,2888
924,116854,1819
925,9784,145
926,39357,456
927,75831,1562
928,7493,446
929,196381,16207
930,27596,860
931,446350,33109
932,192604,3217
933,18354,200
934,141077,4579
935,73216,1010
936,31134,574
937,150242,7986
938,23549,1089
939,136409,3274
940,18548,189
941,181091,2332
942,715309,15014
943,58076,459
944,1827,59
945,139924,2855
946,83159,2077
947,13701,300
948,89539,1211
949,4548,47
950,143913,2664
951,6891,47
952,208651,5458
953,71787,1058
954,760476,15364
955,64163,2026
956,54976,4487
957,18438,621
958,685297,12949
959,308365,6985
960,12275,122
961,35385,477
962,277777,8685
963,114327,3548
964,87575,1339
965,55065,513
966,62661,1091
967,158510,5679
968,5243,142
969,118162,3928
970,126894,9378
971,123082,7015
972,93067,2122
973,94033,2898
974,118211,1836
975,9868,146
976,39633,458
977,76110,1560
978,7499,446
979,196544,16209
980,27694,863
981,446924,33119
982,194012,3227
983,18785,204
984,142067,4566
985,73887,1009
986,31373,580
987,150815,7989
988,23563,1091
989,136913,3276
990,18838,188
991,182464,2345
992,717201,15070
993,58400,457
994,1839,59
995,140892,2868
996,83602,2079
997,13851,303
998,90033,1211
999,4578,48
1000,144797,2689
1001,6925,47
1002,208827,5442
1003,72342,1073
1004,761969,15416
1005,64403,2030
1006,55195,4490
1007,18495,621
1008,687068,12982
1009,309572,7005
1010,12495,125
1011,35530,481
1012,279623,8693
1013,115341,3552
1014,88150,1348
1015,56008,516
1016,63375,1098
1017,158940,5697
1018,5284,143
1019,118639,3935
1020,127167,9392
1021,123474,7028
1022,93832,2135
1023,94478,2908
1024,119248,1853
1025,9950,148
1026,39910,461
1027,76312,1563
1028,7505,446
1029,196701,16213
1030,27779,868
1031,447383,33125
1032,195417,3247
1033,19224,207
1034,143059,4576
1035,74310,1011
1036,31611,586
1037,151384,7991
1038,23764,1094
1039,137178,3278
1040,19031,187
1041,183834,2365
1042,720133,15107
1043,58724,459
1044,1852,59
1045,141706,2879
1046,84044,2084
1047,13985,303
1048,90349,1210
1049,4616,49
1050,145682,2714
1051,7021,48
1052,209172,5469
1053,72899,1088
1054,763404,15565
1055,64782,2034
1056,55279,4490
1057,18525,625
1058,690309,13125
1059,311519,7107
1060,12717,129
1061,35771,495
1062,281491,8742
1063,116359,3576
1064,88720,1366
1065,56405,519
1066,64162,1107
1067,159367,5737
1068,5323,144
1069,119074,3945
1070,127462,9405
1071,123987,7042
1072,94301,2148
1073,95021,2937
1074,120734,1870
1075,10058,151
1076,40186,464
1077,76558,1578
1078,7511,447
1079,196867,16217
1080,27875,871
1081,447960,33135
1082,196821,3280
1083,19672,211
1084,144057,4613
1085,74852,1030
1086,31853,593
1087,151951,8017
1088,23871,1097
1089,141747,3319
1090,19173,188
1091,185206,2406
1092,729036,15198
1093,59048,465
1094,1865,59
1095,142823,2897
1096,84487,2098
1097,14155,311
1098,90790,1214
1099,4654,49
1100,146567,2738
1101,7085,49
1102,209363,5504
1103,73457,1102
1104,764783,15740
1105,65114,2039
1106,55423,4491
1107,18537,625
1108,693651,13234
1109,313505,7159
1110,12941,133
1111,36053,505
1112,283645,8774
1113,117298,3591
1114,89912,1378
1115,57328,525
1116,65039,1118
1117,159844,5776
1118,5365,144
1119,119440,3954
1120,127747,9423
1121,124440,7055
1122,94973,2162
1123,95594,2966
1124,122670,1888
1125,10211,153
1126,40463,468
1127,76714,1599
1128,7517,448
1129,197027,16219
1130,28001,876
1131,448563,33148
1132,198230,3312
1133,20131,214
1134,145059,4641
1135,75515,1052
1136,32095,599
1137,152516,8045
1138,23952,1099
1139,141372,3354
1140,19429,189
1141,186579,2439
1142,732043,15362
1143,59373,469
1144,1878,59
1145,143726,2914
1146,84931,2102
1147,14389,316
1148,91911,1227
1149,4693,50
1150,147452,2763
1151,7180,49
1152,209659,5530
1153,74015,1117
1154,766111,15878
1155,65516,2043
1156,55538,4493
1157,18594,625
1158,697030,13290
1159,315510,7230
1160,13167,136
1161,36403,511
1162,285795,8796
1163,118433,3605
1164,91927,1394
1165,57850,530
1166,65856,1129
1167,160316,5808
1168,5412,145
1169,119927,3962
1170,128049,9442
1171,124904,7069
1172,96035,2175
1173,96050,2986
1174,124655,1906
1175,10377,155
1176,40741,473
1177,77061,1620
1178,7522,449
1179,197187,16255
1180,28142,880
1181,449247,33151
1182,199642,3342
1183,20596,218
1184,146062,4663
1185,76305,1067
1186,32338,605
1187,153077,8066
1188,24052,1101
1189,141588,3401
1190,19756,192
1191,187945,2481
1192,734910,15531
1193,59697,472
1194,1892,59
1195,144806,2930
1196,85376,2112
1197,14519,318
1198,92760,1233
1199,4737,50
1200,148336,2788
1201,7320,50
1202,209913,5548
1203,74574,1132
1204,767390,16031
1205,65809,2049
1206,55696,4495
1207,18718,628
1208,701012,13372
1209,317736,7323
1210,13395,140
1211,36555,522
1212,288175,8824
1213,119566,3618
1214,93393,1412
1215,58778,533
1216,66649,1138
1217,160776,5850
1218,5462,146
1219,120482,3972
1220,128351,9460
1221,125327,7083
1222,96971,2189
1223,96542,3008
1224,126486,1924
1225,10529,158
1226,41020,476
1227,77366,1635
1228,7527,450
1229,197357,16259
1230,28259,884
1231,449920,33160
1232,201051,3370
1233,21073,222
1234,147069,4695
1235,77333,1074
1236,32582,612
1237,153637,8088
1238,24148,1104
1239,142285,3424
1240,20057,195
1241,189309,2516
1242,737518,15681
1243,60021,477
1244,1906,59
1245,145880,2948
1246,85819,2121
1247,14787,324
1248,93640,1233
1249,4785,51
1250,149219,2814
1251,7423,51
1252,210256,5574
1253,75133,1147
1254,768623,16138
1255,66244,2053
1256,55767,4494
1257,18751,627
1258,704272,13460
1259,319925,7431
1260,13625,144
1261,36713,522
1262,290353,8839
1263,120709,3632
1264,94521,1408
1265,59480,534
1266,67532,1145
1267,161086,5866
1268,5512,146
1269,121057,3982
1270,128649,9477
1271,125759,7097
1272,98015,2203
1273,96949,3025
1274,128242,1942
1275,10682,162
1276,41298,478
1277,77693,1647
1278,7532,450
1279,197516,16263
1280,28377,888
1281,450580,33167
1282,202463,3402
1283,21558,226
1284,148081,4733
1285,78445,1085
1286,32827,618
1287,154194,8103
1288,24161,1105
1289,143176,3470
1290,20390,196
1291,190675,2543
1292,739972,15746
1293,60346,477
1294,1919,59
1295,147131,2963
1296,86263,2130
1297,14962,331
1298,94580,1242
1299,4813,51
